name,embedding
Database Management,"[0.4796326756477356, 0.0903131514787674, 0.21289919316768646, 0.8539154529571533, 0.034826043993234634, -0.14826592803001404, 0.773666262626648, -0.33861348032951355, -0.521982729434967, -0.10445909202098846, 0.19526100158691406, -0.22209179401397705, 0.43070799112319946, -0.20547176897525787, -0.20591682195663452, -0.11981140822172165, -0.03679763898253441, 0.2687496840953827, -0.41601434350013733, 0.8046004772186279, -0.11395300924777985, -0.40793126821517944, 0.36561715602874756, 0.3085509240627289, 0.026005152612924576, -0.7742144465446472, -0.013121357187628746, -0.5519784688949585, -0.3185780346393585, 1.0418938398361206, 0.08998846262693405, -0.31233471632003784, 0.103145532310009, 0.8423629403114319, -0.8214845061302185, 0.27637434005737305, 0.05581776425242424, 0.15030111372470856, -0.025483649224042892, 0.08381126075983047, -0.12532392144203186, -0.45365461707115173, 0.11137215793132782, -0.37308239936828613, -0.32003992795944214, 0.3139275908470154, -0.644200325012207, 0.010097885504364967, 0.1362133026123047, 0.11050564050674438, -0.41437390446662903, -0.37644538283348083, 0.07725517451763153, -0.27340543270111084, 0.07178661227226257, -0.24454307556152344, 0.33154723048210144, 0.05233134329319, -0.7402946352958679, -0.9482238292694092, 0.4021887481212616, 0.5128630995750427, -1.212088942527771, 0.011317538097500801]"
Algorithm Design and Analysis,"[0.3072910010814667, 0.0885067731142044, 0.10837969183921814, -0.013534553349018097, 0.13384276628494263, 0.03814277797937393, 0.35356637835502625, 0.17287136614322662, -0.17815889418125153, 0.30258339643478394, -0.2298276275396347, -0.018655667081475258, 0.23372822999954224, 0.060651328414678574, -0.10179204493761063, 0.04499557986855507, -0.033575478941202164, 0.17889851331710815, -0.23115694522857666, 0.22132983803749084, 0.0046073682606220245, -0.3457576334476471, 0.34369128942489624, 0.05004114657640457, -0.12158126384019852, 0.07898745685815811, 0.041043221950531006, 0.19494453072547913, -0.09515735507011414, 0.14936581254005432, 0.018669983372092247, 0.1430785059928894, 0.05745863914489746, 0.26483985781669617, -0.20874598622322083, 0.054470792412757874, -0.15231867134571075, -0.14373749494552612, 0.14340385794639587, 0.07413183897733688, 0.06883170455694199, 0.07155916839838028, 0.022318104282021523, -0.03521853685379028, -0.07086389511823654, -0.06620541960000992, -0.14365756511688232, -0.15689609944820404, 0.1498817652463913, 0.09081868827342987, 0.00894884578883648, 0.03784302622079849, 0.09452727437019348, 0.11087598651647568, -0.0891733169555664, -0.11363545060157776, -0.15042218565940857, -0.07053488492965698, -0.3117397725582123, -0.046615149825811386, 0.18138903379440308, 0.26992708444595337, -0.06370451301336288, 0.2052081972360611]"
Machine Learning,"[0.6183951497077942, 0.027605650946497917, 0.05910554155707359, -0.4343710243701935, 0.34683123230934143, 0.08377060294151306, 1.1582847833633423, 0.15928927063941956, -0.32063865661621094, 0.30873435735702515, -0.5387538075447083, 0.22983501851558685, 0.17027166485786438, 0.06876729428768158, 0.29795873165130615, 0.042538832873106, -0.2689649164676666, 0.2102804183959961, -0.296040415763855, 0.35964328050613403, 0.03316778317093849, -0.6032507419586182, 0.706294059753418, 0.22507131099700928, 0.08613141626119614, -0.0620187446475029, 0.07615000009536743, 0.3988027274608612, -0.23456116020679474, 0.4778851866722107, -0.07874758541584015, 0.3884311318397522, 0.28000974655151367, 0.13812020421028137, -0.03343752399086952, 0.5328691601753235, -0.6006497740745544, -0.4133855104446411, 0.09405964612960815, -0.10676143318414688, 0.32244589924812317, 0.2798141837120056, 0.20157909393310547, -0.25037118792533875, -0.281848669052124, -0.29270005226135254, 0.14884550869464874, -0.16843201220035553, 0.337819904088974, 0.6753569841384888, 0.2509838044643402, -0.2230212688446045, -0.40365174412727356, -0.03288797289133072, -0.2444460391998291, -0.4937330484390259, -0.4766837954521179, 0.1197386160492897, -0.513742208480835, -0.36267000436782837, 0.4563673436641693, 0.9362637400627136, -0.21641013026237488, 0.5439437627792358]"
Software Design,"[0.6192603707313538, 0.3686268925666809, 0.45495283603668213, 0.21669679880142212, 0.18101009726524353, -0.023450372740626335, 0.9529165625572205, 0.4095921218395233, -0.2799515724182129, 0.8018337488174438, -0.39993715286254883, -0.530553936958313, 0.5107257962226868, 0.3768695890903473, -0.29499784111976624, 0.0023915560450404882, 0.00169047259259969, 0.42381352186203003, -0.3408565819263458, 0.6397775411605835, -0.12621910870075226, -0.577314019203186, 0.21299639344215393, 0.09423885494470596, -0.4899827837944031, 0.007121878210455179, -0.2125258594751358, 0.2521919906139374, 0.21492646634578705, 0.3490004539489746, 0.13203591108322144, 0.33781737089157104, 0.6642676591873169, 0.5225649476051331, -0.7737548351287842, -0.3302576243877411, -0.34242942929267883, 0.07600992172956467, 0.5646787285804749, 0.1624448597431183, 0.23865075409412384, 0.2369903177022934, -0.1728564202785492, -0.013575955294072628, -0.2108524590730667, 0.11266358196735382, -0.43930235505104065, -0.18012380599975586, 0.642268717288971, -0.09510525315999985, 0.14571954309940338, 0.01889844983816147, 0.12943826615810394, 0.4593946933746338, -0.167750746011734, -0.2105175405740738, -0.37904155254364014, -0.509429931640625, -0.4179614782333374, -0.3214879035949707, -0.014279809780418873, 0.36525511741638184, 0.3215341567993164, 0.11062786728143692]"
Framework-based Programming,"[0.9384108781814575, 0.3040871322154999, -0.2095719277858734, -0.35292986035346985, 0.09349840134382248, -0.09090915322303772, 0.8541296720504761, 1.0434205532073975, 0.3879770338535309, -1.1243985891342163, -0.024796847254037857, -0.25429654121398926, 1.4222692251205444, 0.16124948859214783, -0.16417938470840454, -0.03890734165906906, -0.020593829452991486, 0.8063960671424866, -0.014160274527966976, 0.9729083180427551, -0.12581543624401093, -1.4256198406219482, 0.6413277983665466, -0.10083640366792679, -0.427633136510849, -0.188325434923172, 0.15836608409881592, 0.6284220218658447, 0.06418082863092422, 0.4570690989494324, -0.24407543241977692, 0.6237822771072388, 0.0533863864839077, 0.8185412287712097, -0.4809521436691284, -0.08274757117033005, -0.594033420085907, 0.19595810770988464, -0.01856088824570179, 0.18984189629554749, 0.1343233734369278, 0.08866439759731293, -0.09589565545320511, -0.6299602389335632, -0.6082180738449097, 0.33493393659591675, -0.7623069882392883, -0.1205449029803276, 0.26484888792037964, 0.18593037128448486, -0.40825676918029785, 0.5139205455780029, 0.0856320708990097, 0.25867995619773865, 0.20913513004779816, -0.5906155109405518, -0.18978409469127655, 0.4946489632129669, -0.4380077123641968, -0.02801520936191082, 1.0478097200393677, 0.4223228096961975, -0.41983526945114136, 0.1677183210849762]"
Information Security,"[0.44896814227104187, 0.0024017449468374252, -0.5846562385559082, 0.5028905272483826, 0.24330808222293854, -0.7070637345314026, 0.8418236970901489, -0.6914697885513306, 0.20211482048034668, 0.3971357047557831, -0.8090793490409851, -0.6532216668128967, 0.2986098527908325, -0.2239767462015152, 0.006730418186634779, -0.03712640702724457, -0.04707084968686104, -0.45167940855026245, -0.24213938415050507, 0.6908099055290222, 0.526671826839447, 0.011653291992843151, -0.01881999336183071, -0.10327187925577164, 0.7096700072288513, -0.10985929518938065, 0.0022241538390517235, -0.15809230506420135, -0.11709104478359222, 0.7245987057685852, 0.014443043619394302, 0.45561522245407104, 0.6092298626899719, 0.549210250377655, 0.021783750504255295, 0.1946849375963211, -0.7575343251228333, -0.7263101935386658, -0.0487673245370388, -0.5642899870872498, 0.13056975603103638, -0.05241486802697182, 0.28855767846107483, -0.576813817024231, -0.7467193007469177, -0.3277932107448578, -0.021004686132073402, -0.5682619214057922, 0.6125026941299438, -0.03804657235741615, -0.637253999710083, -0.3016239404678345, -0.3193858563899994, -0.017597554251551628, -0.2316851168870926, -0.6085449457168579, -0.06970798224210739, -0.21136878430843353, -0.1543484330177307, -0.4351899027824402, -0.3274818956851959, 0.6217243671417236, -0.568323016166687, 0.4591311812400818]"
Modeling and Simulation,"[0.15974706411361694, 0.04120056703686714, -0.05213439464569092, 0.10560225695371628, 0.18233491480350494, -0.07598135620355606, 0.30037206411361694, -0.1556045264005661, -0.05915965139865875, 0.2330693006515503, -0.15656381845474243, -0.019153740257024765, 0.15502655506134033, -0.032523322850465775, -0.0932622179389, 0.047366149723529816, -0.05182218179106712, -0.05793411657214165, -0.23817917704582214, 0.23418694734573364, 0.011654358357191086, -0.21145722270011902, 0.11426371335983276, -0.11971906572580338, 0.03515292704105377, -0.05729953572154045, 0.06492120027542114, 0.012158770114183426, -0.11812090873718262, 0.20997847616672516, 0.08508355915546417, 0.09742292016744614, 0.19997826218605042, 0.05275551602244377, -0.020411523059010506, 0.08549425005912781, -0.19990596175193787, -0.07711134105920792, 0.21108798682689667, -0.02701513282954693, 0.09372952580451965, 0.006550216116011143, 0.12526559829711914, -0.09277042746543884, -0.16253244876861572, 0.004882922396063805, -0.1563166230916977, -0.1944749802350998, 0.1607569456100464, -0.08901294320821762, -0.12301243096590042, -0.11213463544845581, 0.041275620460510254, 0.05357856675982475, -0.05752125009894371, -0.14843589067459106, -0.05691368132829666, -0.10052679479122162, -0.02717629261314869, -0.025036761537194252, -0.026332926005125046, 0.21095003187656403, -0.16640998423099518, 0.15914638340473175]"
Computer Graphics,"[0.6284235119819641, 0.27921056747436523, 0.2777135968208313, -0.07406666874885559, 0.2201981395483017, -0.0017078483942896128, 0.7383114099502563, 0.5356765985488892, -0.3815598785877228, 0.7266061902046204, -0.5771975517272949, -0.10166623443365097, 0.42434751987457275, 0.20291152596473694, -0.2778109610080719, 0.10667974501848221, -0.07684028893709183, 0.3828847110271454, -0.4374619424343109, 0.398601233959198, 0.009842240251600742, -0.602412760257721, 0.6408061385154724, 0.1261979043483734, -0.38944631814956665, 0.2640380859375, 0.02900131419301033, 0.47483229637145996, -0.04167602211236954, 0.3047565817832947, 0.011919020675122738, 0.3576221764087677, 0.06757239997386932, 0.5870361328125, -0.5459916591644287, -0.07004936784505844, -0.3006952106952667, -0.3013266623020172, 0.3581923246383667, 0.18851980566978455, 0.0982256606221199, 0.2682294249534607, -0.10440859943628311, -0.0558895505964756, -0.05698327720165253, -0.1634756177663803, -0.2504940629005432, -0.31912586092948914, 0.31781119108200073, 0.14231792092323303, 0.08377578854560852, 0.10245975852012634, 0.1806180328130722, 0.31680619716644287, -0.07283385097980499, -0.18058618903160095, -0.39081352949142456, -0.24155691266059875, -0.5546302795410156, -0.13300570845603943, 0.3920648396015167, 0.43240970373153687, 0.042776670306921005, 0.42395931482315063]"
Knowledge based Engineering,"[0.5429827570915222, 0.08307607471942902, 0.11395356059074402, -0.29730698466300964, 0.37215590476989746, 0.15419329702854156, 0.9529485702514648, 0.23084202408790588, -0.36060231924057007, 0.26799076795578003, -0.44741347432136536, 0.25985652208328247, 0.08770238608121872, 0.11435922235250473, 0.21819321811199188, 0.037587594240903854, -0.18052425980567932, 0.2912154495716095, -0.35998255014419556, 0.37004899978637695, 0.017092464491724968, -0.6241579055786133, 0.6771199703216553, 0.21311503648757935, -0.019382525235414505, -0.10509539395570755, 0.036776717752218246, 0.2741827666759491, -0.344203919172287, 0.4646854102611542, -0.043342895805835724, 0.3460809886455536, 0.22077676653862, 0.16137394309043884, -0.13689517974853516, 0.5495655536651611, -0.5246599912643433, -0.4317445158958435, 0.053551655262708664, -0.064357228577137, 0.24425329267978668, 0.2002008855342865, 0.1381068378686905, -0.11457382887601852, -0.3013222813606262, -0.21188125014305115, 0.030731435865163803, -0.16534516215324402, 0.32625141739845276, 0.5862774848937988, 0.17000819742679596, -0.15713322162628174, -0.2662087082862854, -0.01990361511707306, -0.2704058289527893, -0.41972973942756653, -0.3740887939929962, 0.10210699588060379, -0.5064134001731873, -0.26724973320961, 0.4400503933429718, 0.8404988050460815, -0.18489554524421692, 0.5240939855575562]"
English,"[-0.004035828169435263, -0.0020883900579065084, 0.00032150998595170677, -0.006525364704430103, 0.002443473320454359, 0.007779140956699848, -0.00036304997047409415, -0.0024418418761342764, -0.0057767233811318874, 0.005524920299649239, 0.0006944722263142467, -0.006931531708687544, -0.006693031173199415, 0.002820922527462244, 0.006113495212048292, 0.00007420671317959204, -0.002850721124559641, -0.0005883006379008293, -0.00454691844061017, 0.002319126157090068, -0.0024765171110630035, -0.006288657430559397, -0.002831648336723447, 0.0030607767403125763, -0.00333578372374177, -0.001485104556195438, -0.006296047940850258, 0.0005231589311733842, -0.002228516386821866, -0.005077467765659094, 0.007362220901995897, -0.006440469995141029, 0.005570459645241499, -0.002541755326092243, 0.003905615070834756, -0.0008915177313610911, 0.0028127299156039953, 0.0031114749144762754, -0.0023056233767420053, 0.004814129322767258, -0.001497327582910657, -0.005859867203980684, -0.006603619083762169, -0.004105260130017996, -0.0048872013576328754, -0.00042832180042751133, -0.0013133871834725142, -0.0025165569968521595, 0.0013639995595440269, -0.006574475206434727, -0.006996274460107088, -0.0065203155390918255, -0.006959191057831049, -0.006245168391615152, 0.001850708620622754, -0.004559031222015619, -0.0032120109535753727, 0.0006688612047582865, 0.007440762594342232, 0.002711041597649455, 0.006517980247735977, -0.0014515139628201723, -0.0034268898889422417, -0.007176928222179413]"
Technopreneurship,"[0.7375598549842834, 0.486996591091156, -0.3906910717487335, 0.43959906697273254, -0.09408112615346909, -0.10082263499498367, -0.760951578617096, 0.06580348312854767, -0.3615536391735077, 0.35356059670448303, 0.14323614537715912, -0.4611269235610962, 0.23254042863845825, -0.33522653579711914, -0.13231073319911957, 0.10541804134845734, 0.36810633540153503, 1.1760975122451782, -0.8953104615211487, 0.6534299850463867, 0.03404679894447327, -0.7548946738243103, 0.3856796324253082, -0.3186175227165222, 0.35432228446006775, -0.45122066140174866, -0.5797148942947388, -0.6597204804420471, -0.21652851998806, 0.40013864636421204, 0.4292788803577423, 0.33934900164604187, -0.14338372647762299, 0.3355867862701416, -0.44229593873023987, 1.1534210443496704, -0.2959919571876526, -0.8723013401031494, -0.07636459171772003, -0.4882146716117859, 0.14066435396671295, -0.5127236843109131, -0.25134292244911194, -0.5165635943412781, -1.1018182039260864, 0.31490546464920044, -1.0785611867904663, -0.3825736343860626, 0.12467189133167267, -0.08958570659160614, 0.0350898876786232, 0.29849785566329956, 0.14521782100200653, 0.16556107997894287, 0.13391390442848206, -0.7072312235832214, -0.16172774136066437, 0.37046173214912415, -0.8252170085906982, 0.2881101071834564, -0.49237486720085144, 0.34364792704582214, 0.12013164907693863, 0.6506699919700623]"
Religion,"[-0.0040330286137759686, -0.0073866527527570724, -0.0018752847099676728, 0.0002783840463962406, 0.006499391049146652, 0.0023760541807860136, -0.00281666312366724, -0.0010363374603912234, 0.007722889073193073, 0.005655140615999699, -0.0031249141320586205, 0.0018615657463669777, 0.004323988221585751, 0.0033445009030401707, 0.003950140904635191, 0.006135174538940191, -0.004582033958286047, -0.0015758166555315256, -0.0035283509641885757, 0.006586301140487194, 0.006766445469111204, -0.0006009993376210332, 0.004706359002739191, -0.006001194939017296, -0.0010447646491229534, 0.004667009226977825, -0.004890700336545706, -0.004014960024505854, -0.0004522796079982072, 0.006739683914929628, 0.002837549662217498, -0.00526390690356493, -0.003668708959594369, -0.0030987223144620657, -0.00281616672873497, -0.0020137510728091, 0.005864739418029785, 0.006330026779323816, -0.004047850146889687, -0.0063810450956225395, -0.0002616989950183779, -0.0017164269229397178, 0.00035489193396642804, 0.000290399300865829, -0.0009749776218086481, 0.005800226703286171, -0.004756060428917408, -0.001272297347895801, -0.0052925581112504005, -0.006388539914041758, 0.00352203450165689, 0.0034716438967734575, -0.003467847127467394, -0.004025671631097794, -0.0015846670139580965, 0.006528779864311218, 0.0016516631003469229, 0.003290358930826187, 0.003548403037711978, -0.0073251985013484955, 0.007558128330856562, -0.004070197697728872, -0.004675897303968668, 0.0035099717788398266]"
